Attribute count,Role,Background,Facetats,Eyes,Eyes Items,Form,Hats,Mouth,Hair,Neck,Hand with Items,Upper Part,Random Things,Ears,Nose,Genesis Role?,Companions,Beard,Coats,Bg Feature,mint,rank
9,420 Sealz,Glass Pastel,None,Black,Laser Eyes,Rainbow,Grey Headphones,None,Backstreetboy Style Rainbow,None,None,Suit Dune,None,None,None,Yes,None,None,None,None,DutezTZAw3g598HY7uNx8XJwAe4ZNNLxDdzSYjcn67xT,93
8,420 Sealz,Green Smoke,None,Blue,Thug Glasses,White,None,None,Backstreetboy Style White,None,None,Suit Dune,None,None,None,Yes,None,None,None,None,5nZSredDnvUPQve3Ejkwsy2CeGk8HnsTYacizPe3f6GU,94
12,Farmer,Farmer Background,None,Awake Black,Blue Flash Eye,Red Gradient,Gold Astro Helmet,Eating Fries,Smooth Long Red,None,Watering Can,Banana Shirt,Cannabis Plant,None,None,Yes,None,None,None,None,EobZnnNn8cS4ENdGeZHP1GJUhoAHyE3ufFeJFpXvRMJh,95
10,Farmer,Farmer Vertical,None,Angry,None,Light Brown,None,Eating Pizza,Smooth Long Light Brown,None,Watering Can Light Brown Fur,Red Puff Puff Hoodie,None,Golden Earring,None,Yes,None,None,None,None,HdNLH8qMhYbeYooZg5Y5vmEKv7T65oQx4bC1Yy8DbdDA,96
11,Farmer,Farmer Vertical,None,Sad,None,White,None,Sad,White Beanie,Hippie Necklace,Watering Can White Fur,Just Hit It Hoodie,Cannabis Plant,None,None,Yes,None,None,None,None,92ct3RXoWTmRVNtZUBvBdEQUGpN3ge9pPDKXioYTnfX9,97
9,420 Sealz,Lightbrown,None,Black,None,White,None,None,Backstreetboy Style White,None,Graffiti Spray Can Red Top White Fur,Suit Dune,None,None,None,Yes,Blue Parrot,None,None,None,13ixeLXPNuVco28qbRLZyzBvUMB6EEHrwsZr3nZ1Nced,98
12,Farmer,Light Solana Gradient,None,Red,Big Solana Glasses,Leopard,Grey Headphones,Sad,Long Wavy Leo,None,Watering Can Leo Fur,Sac Shirt,Cannabis Plant,None,None,Yes,None,None,None,None,EAeKJrqnDKH2ghuD7trmYrgiwqhRez7Ft3SDPkiNUdf4,99
10,Businessman,Hippie 3,None,Red,None,Choc Brown,Solana Pothat,Laughing,Smooth Long Chocbrown,None,Brownie Chocbrown Fur,Samo Hoodie,None,None,None,None,None,Big Smile Beard,None,None,6kFKghzx8VNEB1966pemYMQ3Z8K4zxWDckJdqWfQFRmw,100
9,420 Sealz,Yellow,None,Black,Gold Monocle,Leopard,None,None,Long Wavy Leo,None,None,Suit Dune,None,None,None,Yes,None,None,Brown Trenchcoat,None,7fioyCgQdK5y5AtRNwj77DLmpqSRWcXR7vQPoBB6BwZL,101
14,Businessman,Blue Gradient,None,Red,None,Rainbow,None,Rolled Joint,Smooth Long Rainbow,Weed Chain,Business Lighter Rainbow Fur,Grey Business Suit With Bow Tie & Hat,Pin On Suit,Double Piercing,Nose Piercing,Yes,None,Blonde Moustache,None,None,CEFiTR21dkMNk2gSjKd1eXmSVmdFprPJpTFmGMMGUFWn,102
9,420 Sealz,Lightbrown,None,Black,Laser Eyes,Red Gradient,None,None,Backstreetboy Style Red,None,None,Suit Dune,None,None,None,Yes,Yellow Parrot,None,None,None,2FgYJcyVy7hpA3CSycow2m8GXatncJkpjx5V7uzfLqNN,103
9,Businessman,Matrix,None,Red,Bright Bue Eyes,Dark Blonde,Green Astro Helmet,Grinding,Smooth Long Dark Blonde,None,None,Yellow Poloshirt,None,None,None,None,None,None,None,None,AwA4NN9cQ3pEGYDTEsUBF43QnJVu3fdyD9TmZaw2Fg6k,104
8,420 Sealz,Darkblue Gradient,None,Black,Big Solana Glasses,Rainbow,None,None,Blue Beanie Rainbow Fur,None,None,Suit Dune,None,None,None,Yes,None,None,None,None,FMfjBpgf1dQ3j9cYfbhpiuLHTNSmGkExNHiiEd4yyvhM,105
14,Scientist,Light Solana Gradient,None,Blue,None,Choc Brown,Weed Hairband,Eating Fries,Facon Style Chocbrown,Necklace,Test Tube Chocbrown Fur,Lab Coat Darkgreen Tee,Sciece Bong,Double Piercing,None,Yes,Green Parrot,None,None,None,5iPSzmD8At5gKzUr9tgo2ANf9tVSDgkTKmhZyxi5M672,106
12,Businessman,Violet,None,Angry,Flashing Eyes,Rainbow,None,Money Joint,Smooth Long Rainbow,Weed Chain,Business Lighter Rainbow Fur,Grey Business Suit With Bow Tie & Hat,None,Leaf Behind Ear,None,Yes,None,None,None,None,DskHumuk3USePpBLTbMMr1WQjs9C1ULS2r5ghVitnNhL,107
10,Scientist,Space 1,None,Awake Black,None,Light Brown,Brown Flat Cap,Money Joint,Smooth Long Light Brown,None,Test Tube Light Brown Fur,Lab Coat Jamaica Tie Suit,None,None,None,Yes,None,None,None,None,HY4X9fmGLLAsHBSdevo3UmwNpo46nBfh6vREbLyXS2ah,108
10,Artist,Light Solana Gradient,None,Angry,None,White,Green Astro Helmet,Rainbow Teeth,Long Wavy White,None,Poker Cards White Fur,Yellow Poloshirt With Color Splashes,None,None,None,Yes,None,None,None,None,B5x6jN4yKR17aGzev5aHripLXrza8cNXvYxUfZH3GJaX,109
13,Businessman,Light Solana Gradient,None,Awake Green,None,Leopard,None,Laughing,Backstreetboy Style Leo,Weed Chain,Pink Donut Leo Fur,Brown Business Suit With Bow Tie & Hat,Pin On Suit,Golden Earring,Nose Piercing,Yes,None,None,None,None,rVVSDJMndxQR3xdKZFYXnhjytDSPEibNmArRsZSqD81,110
7,Artist,Hippie 3,Solana,None,None,White,None,None,None,None,Poker Cards White Fur,Chef Custome,None,None,None,Yes,None,None,None,None,5fhYDWGYfyEoPGkZwmuiMAmeF2abeeefdcnWxb489hKB,111
12,Farmer,Farmer Vertical,None,Angry,None,Light Blonde,Green Beret,Rolled Joint,Smooth Long Light Blonde,Weed Chain,Green Donut Light Blonde Fur,Samo Hoodie,Cannabis Plant,None,None,Yes,None,None,None,None,CZdCnC4uDHEL3gyef66yBVVUwzs5j6C9fnCKDRbrLFmQ,112
10,Scientist,Brown Plain,Always Stoned,Blue,None,Leopard,Solana Headphones,Open,Long Wavy Leo,None,Grey Controller Leo Fur,Yellow Poloshirt,None,None,None,None,None,None,None,None,i7e23FLW42iF6GPtqAt4PBE2xaDML8jN8YEuetk6m76,113
12,Farmer,Yellow,None,Black,None,Dark Blonde,Orange Pothat,Laughing,Long Wavy Dark Blonde,Weed Chain,None,Hawaiian Shirt,Cannabis Plant,None,None,Yes,None,Big Smile Beard,None,None,8QifUKYfWf8bX4MbpetkxgKmokYgMjmQHx8MwatZwKme,114
12,Farmer,Street Graffiti,None,Angry,None,Rainbow,Weed Hairband,Sad,Facon Style Rainbow,Necklace,Pink Donut Rainbow Fur,Red Farmer Overall,None,None,None,Yes,Blue Parrot,None,None,None,2tCdLtjLkF8rxg76dnfiVRvG7iwXoPABZU9SRX1Sh2yW,115
9,Chimpion,Lightbrown,None,Red,None,Light Brown,None,Laughing,Long Wavy Light Brown,None,Joint Light Brown Fur,Blue Puff Puff Hoodie,None,None,None,None,None,Big Smile Beard,None,None,Eek2woC7Un99WVqGz6w98uMYFr4Uac6dnTA3gmRmuUmu,116
11,Scientist,Lightpink,Tiny Sac,Blue,None,Light Brown,None,Banana Joint,Smooth Long Light Brown,None,Test Tube Light Brown Fur,Lab Coat Jamaica Tie Suit,Sciece Bong,None,None,Yes,None,None,None,None,94hrEBf3hCMc8zX5Dyad7eRJ272zsxaH4QkTjhxqaktT,117
10,420 Sealz,Green Smoke,Tiny Sac,Black,Tear,Dark Blonde,Leaves In Hair,None,Long Wavy Dark Blonde,None,None,Suit Dune,None,None,None,Yes,None,None,None,None,AjE7iczTHEEVEZqa8qdJfi3cS3FyRH4jvncmm7UgPkZ8,118
11,Businessman,Brown Plain,None,Blue,420 Googles,Leopard,None,Open,Backstreetboy Style Leo,None,Joint Leo Fur,Brown Business Suit With Bow Tie & Hat,None,None,None,Yes,Happy Weedy,None,None,None,HkzReWjCKnYu2sKZYkuaRSUkxFHnoYVBXowAa7cyBqFW,119
12,Farmer,Farmer Horizontal,None,Black,Tear,Rainbow,Pothat,Smoking Joint,Long Wavy Rainbow,None,Farmer Scissors Rainbow Fur,Green Farmer Big Checkered,Cannabis Plant,None,None,Yes,None,None,None,None,J4z24hEtsGgJaJ5Pb7N2HD8uFYToFRrNUHeH339xXbFo,120
9,Farmer,Space 3,None,Black,None,Leopard,None,Laughing,None,None,Watering Can Leo Fur,Just Smoke It Tee,Cannabis Plant,None,None,Yes,None,None,None,None,Ej2FPJUmgexJLwxZ4vjtzh7EwzoEt821UpCg9uRonqTA,121
12,Farmer,Lightpink,Always Stoned,Awake Green,None,Leopard,Blue Beret,Puffin,None,None,Farmer Scissors Leo Fur,Sac Shirt,None,Golden Earring,None,Yes,None,Full Light Beard,None,None,G7MTnQdC9jF9FfLuy4vgkQ39PcZTGK3zM2RXMM4xUkZH,122
13,Artist,Lightbrown,Solana,Black,Gold Monocle,Light Brown,Pink Hippie Hairband,Eating Pizza,Facon Style Light Brown,Necklace,Graffiti Spray Can Blue Top Light Brown Fur,Pink Canna Jacket,None,None,None,Yes,None,None,None,None,9BChQPvFcueL4pYVKLQqSh3LZkTrch4dF2sXPMR1WBkB,123
12,Farmer,Light Solana Gradient,Always Stoned,Black,None,Rainbow,None,Eating Pizza,Pink Beanie Rainbow Fur,Hippie Necklace,Farmer Scissors Rainbow Fur,Red Farmer Overall,Cannabis Plant,None,None,Yes,None,None,None,None,FPXQHwXsqU411x1Zf1D1aeww7J8gCFwnXhuDSzcQVXX6,124
11,Farmer,Farmer Plant,None,Awake Green,None,Rainbow,None,Money Joint,None,None,Watering Can Rainbow Fur,Brown Farmer Overall,Cannabis Plant,None,Nose Piercing,Yes,None,None,Green Trenchcoat,None,4gT5bd8WrA4pZcQcD1NmcjmuLWDUaZhUdUmjmu6N7PPC,125
12,Artist,Blue Gradient,Tiny Sac,Red,None,Light Brown,Green Astro Helmet,Grinding,None,Weed Chain,Pink Donut Light Brown Fur,Red Puff Puff Hoodie,Abstract Canvas,None,None,Yes,None,None,None,None,7E7fHLzuSh71qUSnzdPoRAUpb7E5du8B9n89QhfWa2SZ,126
11,Farmer,Farmer Horizontal,Always Stoned,Red,None,White,Grey Headphones,Grinding,None,None,Farmer Scissors White Fur,Yellow Poloshirt,Questionmark,None,None,Yes,None,None,None,None,4RxFitQtAUp4jgAg8JSK3AeYQCTxCQEbfZ1g9znpr1r8,127
11,Farmer,Farmer Vertical,None,Black,None,White,None,Money Joint,Backstreetboy Style White,Weed Chain,Watering Can White Fur,Pink Canna Jacket,Cannabis Plant,None,None,Yes,None,None,None,None,6xVAssGhcg3hjkQcKCQ6aQpd9VZ82npdMzsiYFQoEoaC,128
15,Artist,Lightpink,Tiny Sac,Black,None,Light Blonde,None,Open,Yellow Beanie Light Blonde Fur,Weed Chain,Graffiti Spray Can Red Top Light Blonde Fur,Yellow Poloshirt,Abstract Canvas,None,Nose Piercing,Yes,Yellow Parrot,Full Light Beard,None,None,FSP7RtFwkkBEB1LVixQ1aH31hxTiXvGJVvijz3C5o6Q1,129
14,Farmer,Blue,Tiny Sac,Red,None,Light Blonde,Batiklila Hippie Hairband,Rainbow Teeth,Facon Style Light Blonde,None,Watering Can Light Blonde Fur,Blue Farmer Overall,Cannabis Plant,None,Nose Piercing,Yes,None,Blonde Moustache,None,None,8Az8PTuYkZJt85AphPLj8zRuryMVUB61HudbjtW3KJXk,130
13,Farmer,Hippie 1,None,Black,Tear,Rainbow,None,Gentle Smile,Backstreetboy Style Rainbow,Hippie Necklace,Green Donut Rainbow Fur,Green Farmer Small Checkered,None,None,Nose Piercing,Yes,None,None,Solana Trenchcoat,None,5NfzLG5vhCuuHc2693CHqYwUGbgxRR3x6cxggUYnSUfL,131
8,420 Sealz,Solana,None,Blue,Red John Lennon Glasses,Light Brown,None,None,Red Beanie Light Brown Fur,None,None,Suit Dune,None,None,None,Yes,None,None,None,None,9XQofZMUVLg7A1X2c3A275GrX9nLmxXiyZcvKqJGb1Es,132
9,420 Sealz,Space 2,Tiny Sac,Blue,None,Light Brown,Solana Astro Helmet,None,Long Wavy Light Brown,None,None,Suit Dune,None,None,None,Yes,None,None,None,None,DCVB8RXkj5WKxLqPWXrxMsaTCfzotzLzKjTisJJY9Bsn,133
11,Farmer,Farmer Vertical,None,Awake Green,None,Red Gradient,Blue Beret,Rainbow Teeth,Smooth Long Red,None,Watering Can,Green Poloshirt,Cannabis Plant,None,None,Yes,None,None,None,None,En7Scy3eaM4jBSyqAiuCUJNrU5bMNF1EpJRAdWcfX1Ra,134
10,Farmer,Lightbrown,None,Blue,None,Red Gradient,Green-pink Astro Helmet,Open,None,None,Farmer Scissors Red Fur,Sac Shirt,Questionmark,None,None,Yes,None,None,None,None,7qeWnEBJbCCZhs12GNgRZtZGTmbu3SViUhhVFzGaEhkn,135
12,Businessman,Green Gradient,Tiny Sac,Red,Solana Monocle,Rainbow,None,Banana Joint,Smooth Long Rainbow,Weed Chain,Green Donut Rainbow Fur,Blue Business Suit With Bow Tie & Hat,None,None,None,Yes,None,None,None,None,6sTb3kj5p6e9zufPWbfmiANVzh9jdj9cX3uCwK8CKUZf,136
13,Artist,Brown Plain,Tiny Sac,Awake Black,None,Light Brown,Brown Flat Cap,Puffin,Smooth Long Light Brown,Hippie Necklace,Graffiti Spray Can Blue Top Light Brown Fur,Weed Shirt,None,None,None,Yes,None,Beard,None,None,eoreys72NvG9jcjiy9YtaEx4QAtAZQ2oH56XnGdNp1N,137
9,Farmer,Lights,None,Red,None,Leopard,None,Eating Fries,Backstreetboy Style Leo,None,Poker Cards Leo Fur,Pink Canna Jacket,Questionmark,None,None,None,None,None,None,None,5RRzEzWi8puWUsxCGv36eBZVjckHXjLCVqwkqMoMtNqS,138
12,Scientist,Space 1,None,Black,Green-orange Glasses,Rainbow,Samo Hairband,Gentle Smile,Facon Style Rainbow,None,Test Tube Rainbow Fur,Lab Coat Jamaica Tie Suit,Sciece Bong,None,None,Yes,None,None,None,None,E1WqTGWPzzdKubHZdGnnkCiYv1oXjYwTAuVXGRAPJFoX,139
12,Artist,Hippie 3,None,Black,None,Leopard,None,Biting,Long Wavy Leo,None,Poker Cards Leo Fur,Chef Custome,Questionmark,None,Nose Piercing,Yes,None,Blonde Moustache,None,None,57TjsYQ9eXXBTo77kyGgS3jxJZ8uAut8L11mysX7r7e3,140
11,Businessman,Blue,None,Red,Green Laser,Light Brown,None,Gold Teeth,Backstreetboy Style Light Brown,None,Joint Light Brown Fur,Blue Business Suit With Bow Tie & Hat,None,Golden Earring,None,Yes,None,None,None,None,7WYMXttj5yyWyF1uoH6dZh3rj4tvBBxsY2mP8vDk5NLA,141
13,Businessman,Lightpink,None,Awake Black,420 Googles,Leopard,None,Gentle Smile,Smooth Long Hair Leo,Weed Chain,Banana Pipe Leo Fur,Business Suit With Red Tie,None,Double Piercing,None,Yes,Serious Weedy,None,None,None,CUF7J1GDJrkgVPzTMyoaR11RBrxCH2pQgSNXUa1CcLBm,142
12,Businessman,Solana,None,Sad,Green Laser,Rainbow,None,Rolled Joint,Yellow Beanie Rainbow Fur,Weed Chain,Business Lighter Rainbow Fur,Green Business Suit With Tie,Pin On Suit,None,None,Yes,None,None,None,None,8A3cjstmrQCEjYMFoDxx8NC3kXT7wN9Jv1aQmEXxzcsW,143
10,Farmer,Farmer Horizontal,None,Awake Green,None,Choc Brown,None,Eating Pizza,Smooth Long Chocbrown,None,None,Yellow Farmer Overall,Questionmark,None,None,Yes,None,Full Light Beard,None,None,FVpJnjL5zNZggRE8b5YCEJ2Srgw6ShEiEeCriUE5AzQu,144
9,420 Sealz,Space 2,Solana,Blue,420 Googles,Light Brown,None,None,Long Wavy Light Brown,None,None,Suit Dune,None,None,None,Yes,None,None,None,None,CcR5k31whfZPc2bmhVWEnQson88tfVcRwhmfZHesYGt8,145
12,Businessman,Lights,None,Angry,Solana Monocle,Leopard,Red Beret,Puffin,None,Necklace,Banana Pipe Leo Fur,Violet Canna Jacket,Questionmark,None,Nose Piercing,None,None,None,None,None,871zkw5CwFYM72MxuQttYcvTVUQLEGAF14hC7eWyx8Xf,146
15,Artist,Space 3,Always Stoned,Red,Bright Green Eyes,Light Brown,Orange Pothat,Eating Fries,Smooth Long Light Brown,None,Metal Controller Light Brown Fur,Pink Hippie Top,Abstract Canvas,Double Piercing,None,Yes,Happy Weedy,None,None,None,7DYJqbYjE92oxT56BxcQmK3CRgwcr8JXqsFizEpNwseK,147
11,Scientist,Light Solana Gradient,None,Awake Green,None,Choc Brown,Kings Crown,Money Joint,Long Wavy Chocbrown,None,Brownie Chocbrown Fur,Lab Coat Darkgreen Tee,Sciece Bong,None,None,Yes,None,None,None,None,7SHk8K3CUs55M2Brz9PxdWoKdvCXfA1AFKfLzfWL88zJ,148
12,Farmer,Hippie 1,None,Red,Big Solana Glasses,Rainbow,Red Hairband,Open,Facon Style Rainbow,Weed Chain,Grey Controller Rainbow Fur,Lila Hippie Top,Questionmark,None,None,None,None,None,None,None,9s4efpNf8oKrkpFkygfsocybec3ynBdLnpCuNy4peuTK,149
12,Farmer,Light Solana Gradient,Solana,Blue,None,Rainbow,Green-pink Astro Helmet,Open,Long Wavy Rainbow,None,Farmer Scissors Rainbow Fur,Sac Shirt,Cannabis Plant,None,None,Yes,None,None,None,None,5G93UqBZyEryGNYBtb4tqZremTmH92Xfdyn1ydhuQFds,150
11,Scientist,Green Smoke,None,Awake Green,Blue Flash Eye,Leopard,None,Biting,Long Wavy Leo,None,Banana Pipe Leo Fur,Lab Coat Solana Tie Suit,None,None,None,Yes,Blue Parrot,None,None,None,B25N2adLRVvyGh5Cuw95SB3bk2xLS5hem2U5Fsuv2qgm,151
14,Farmer,Lightpink,None,Blue,Bright Green Eyes,Light Blonde,Green Hippie Hairband,Smoking Joint,Facon Style Light Blonde,Necklace,Farmer Scissors Light Blonde Fur,Banana Shirt,Cannabis Plant,Golden Earring,None,Yes,None,None,None,None,3V5ded5peLHHt7QhZHdAPnSCYVKganN2ysc5Sc9mbgHh,152
13,Artist,Lightbrown,Tiny Sac,Blue,Bright Bue Eyes,White,Green-pink Astro Helmet,Puffin,Long Wavy White,Hippie Necklace,Brownie & Joint White Fur,Red Puff Puff Hoodie,Questionmark,None,None,None,None,None,None,None,8BjorzdVXRYXq6QcNgVts4NedePZGBT2HBHzhN2Hc2VJ,153
15,Artist,Glass Pastel,Tiny Sac,Red,Solana Weed Glasses,White,Leaves In Hair,Biting,Long Wavy White,None,Poker Cards White Fur,Green Poloshirt,Abstract Canvas,Paintbrush Behind Ear,Nose Piercing,Yes,None,None,None,None,Hxh2sN9cPJkV69XDUBJEjS7AweFj2i73dxZ5VTgfgo2Y,154
12,Businessman,Blue,None,Sad,None,Leopard,None,Grinding,Backstreetboy Style Leo,Hippie Necklace,Joint Leo Fur,Green Business Suit With Tie,Pin On Suit,Double Piercing,None,Yes,None,None,None,None,BjE6ZZQRZX85Sagm4WJGxp5KC61xeLJ7oLZ8MW4eHJeM,155
14,Scientist,Violet,Tiny Sac,Red,Gold Monocle,Light Blonde,Green Beret,Open,None,None,Test Tube Light Blonde Fur,Lab Coat Green Tee,Sciece Bong,None,Nose Piercing,Yes,None,Full Light Beard,None,None,9S5LBa5q54ykWjGaKAdiidGLuJZt33HD52T1Wme48tPV,156
11,Businessman,Green Gradient,None,Black,Solana Monocle,Rainbow,Dark Grey Headphones,Sad,None,None,Business Lighter Rainbow Fur,Green Business Suit With Tie,Pin On Suit,None,None,Yes,None,None,None,None,DQBuz6Ljdew5hAkd7y8bqr7rgGVWgi5cGjvx1gK27YgT,157
13,Scientist,Darkblue Gradient,None,Red,None,Rainbow,Dark Grey Headphones,Grinding,Smooth Long Rainbow,None,Test Tube Rainbow Fur,Lab Coat Jamaica Tie Suit,Sciece Bong,None,None,Yes,Yellow Parrot,None,Brown Trenchcoat,None,BNwhW1putKPoD53fFRJSf6WPcL4Do3SVS2ceKayMoMRp,158
13,Scientist,Matrix,None,Blue,Blue Flash Eye,Rainbow,Brown Flat Cap,Puffin,Smooth Long Rainbow,None,Test Tube Rainbow Fur,Lab Coat Solana Tie Suit,Sciece Bong,Leaf Behind Ear,None,Yes,None,None,None,None,HjzsPBVCxqr8PTkcyb72BkAgunA7EZZNKZAdbtkTtUyz,159
14,Artist,Lightpink,None,Blue,Red Weed Glasses,Leopard,Orange Pothat,Gold Teeth,Smooth Long Hair Leo,Weed Chain,Brownie & Joint Leo Fur,Yellow Poloshirt With Color Splashes,Abstract Canvas,None,Nose Piercing,Yes,None,None,None,None,87UzGDpWvKUXUGntYuqdmy9BoQpF5VXcGDsDgWyn9Fcw,160
13,Farmer,Blue,None,Awake Black,Green Laser,Light Brown,Green Hippie Hairband,Gold Teeth,Facon Style Light Brown,Hippie Necklace,Watering Can Light Brown Fur,Yellow Poloshirt,Cannabis Plant,None,None,Yes,None,None,None,None,GsNttRxzo4ugGFchtTvMx8dBQbpnhg2tCYWKPet7pL6c,161
8,Chimpion,Lightpink,None,Blue,None,Leopard,None,Rolled Joint,Backstreetboy Style Leo,None,Poker Cards Leo Fur,Green Poloshirt,None,None,None,None,None,None,None,None,3hb9G6skzh3MYqtysiSfbVerZquRYwX61CS8Mnb8zHr1,162
12,Scientist,Lightbrown,None,Red,None,Rainbow,Kings Crown,Open,Long Wavy Rainbow,Hippie Necklace,Pink Donut Rainbow Fur,Hawaiian Shirt,Questionmark,None,None,None,Blue Parrot,None,None,None,CYK3tftLXuSJup5XYR5wQztGHwEVHdMs7yL1VybFu7s2,163
9,Scientist,Lights,None,Awake Green,None,Leopard,None,Rainbow Teeth,Smooth Long Hair Leo,None,Banana Pipe Leo Fur,Just Hit It Hoodie,None,Double Piercing,None,None,None,None,None,None,BjcY2bupAtXcUCT2nzZAmUPYrxLZKmsCYdrk5D398aRT,164
10,Chimpion,Green Gradient,None,Black,None,Light Blonde,Kings Crown,Gentle Smile,Long Wavy Light Blonde,Hippie Necklace,Joint Light Blonde Fur,Hawaiian Shirt,None,None,None,None,None,None,None,None,7vFpEWp2LpGDYr4ZWmivXCM752bCnzm4XXCXkGCXE4cP,165
12,Businessman,Lightpink,Always Stoned,Angry,Red John Lennon Glasses,Light Brown,None,Puffin,Yellow Beanie Light Brown Fur,None,Business Lighter Light Brown Fur,Green Business Suit With Tie,None,None,None,Yes,None,Light Beard,None,None,7fXCK5LPDdP7cWkMSN9ieMh8SzVWntM5xpNB6rU2M2z3,166
12,Artist,Solana,None,Awake Green,None,Leopard,Green Beret,Open,Long Wavy Leo,Weed Chain,Metal Controller Leo Fur,Sac Shirt,None,None,None,None,Happy Weedy,None,Solana Trenchcoat,None,4ETN21qt2LihS2kuQK85zpzGqK38AA1DmNgmMJsUU2NC,167
12,Businessman,Hippie 1,None,Red,None,White,None,Smoking Joint,Blue Beanie White Fur,Weed Chain,Business Lighter White Fur,Business Suit With Red Tie,None,Double Piercing,None,Yes,None,J Beard,None,None,EmXvEFxK9TJM9fyjScxN8zajL4eYyjnHBSnyhtcTt6Cy,168
15,Artist,Space 3,Always Stoned,Blue,Red John Lennon Glasses,Choc Brown,Banana Hairband,Grinding,Facon Style Chocbrown,Weed Chain,Joint Chocbrown Fur,Weed Shirt,Abstract Canvas,None,None,Yes,None,Full Light Beard,None,None,54DxWRSModumYJ8Gq56B4AF4UYEfFnh4hXE9eaV592HG,169
10,Chimpion,Glass Pastel,None,Red,None,Light Blonde,Kings Crown,Puffin,Long Wavy Light Blonde,None,Banana Pipe Light Blonde Fur,Green Funky Tee,None,Double Piercing,None,None,None,None,None,None,8Xcz2c8JCFnZTxDgwmrENP8kFZv5okD6rFpD5z7nMcqa,170
10,Farmer,Farmer Horizontal,Tiny Sac,Red,None,White,None,Open,Long Wavy White,None,Watering Can White Fur,Hawaiian Shirt,None,None,None,Yes,None,None,None,None,GiCwVzopqRmaqrco358hP3ZEoRwh2F21ryNi1ppyAPLH,171
10,Farmer,Farmer Plant,None,Black,Green Glasses,Light Brown,None,Money Joint,Yellow Beanie Light Brown Fur,None,Watering Can Light Brown Fur,Green Funky Tee,None,None,None,Yes,None,None,None,None,5XZb2QhcQ5wG8PYBYgDZGJJsSPzyiuwq829Zy7utkDT1,172
15,Businessman,Brown Plain,Tiny Sac,Awake Green,Solana Weed Glasses,Rainbow,Red Beret,Trifecta Joint,Smooth Long Rainbow,Hippie Necklace,Grey Controller Rainbow Fur,Beige Business Suit With Tie,Pin On Suit,Golden Earring,None,Yes,None,None,None,None,2aAsiXmveNQw1TpmKGCBAoUKoETLvCKScvdEzFKtfYqn,173
12,Artist,Glass Pastel,None,Red,None,Light Brown,Red Hairband,Gentle Smile,Facon Style Light Brown,None,Graffiti Spray Can Red Top Light Brown Fur,Brown Hippie Top,Abstract Canvas,None,None,Yes,Green Parrot,None,None,None,3V5PY5qDPB3XXq52cxrCfyWQKudLhjsFN6H1m3hcydG6,174
10,Farmer,Farmer Background,None,Black,None,White,None,Grinding,Smooth Long White,Necklace,Poker Cards White Fur,Orange Farmer Overall,None,None,None,Yes,None,None,None,None,21kqczPCsEAhpv6Z1Zt6xo1X4Xsto9EjSFjd8VooMwtb,175
11,Farmer,Street Graffiti,None,Black,Green Glasses,Leopard,Beige Flat Cap,Rainbow Teeth,Smooth Long Hair Leo,None,Brownie & Joint Leo Fur,420 Da Vinci Tee,Questionmark,None,None,None,None,None,None,None,Gvb5Nm886rvyCsvLjhxjGax1is2LSoM7mshJ7NfyPyXY,176
12,Farmer,Brown Plain,None,Blue,Green-orange Glasses,Rainbow,Green-pink Astro Helmet,Grinding,Long Wavy Rainbow,None,Grey Controller Rainbow Fur,Banana Shirt,Cannabis Plant,None,None,Yes,None,None,None,None,B7xjrJ6mVwETFMN5oFsW4XaX2fc97m6nWhLGbAe7Gkkh,177
13,Artist,Space 3,None,Red,Green John Lennon Glasses,Light Blonde,Samo Hairband,Gold Teeth,Facon Style Light Blonde,None,Graffiti Spray Can Red Top Light Blonde Fur,Red Puff Puff Hoodie,Abstract Canvas,None,None,Yes,None,None,Solana Trenchcoat,None,2c4XNSG4KW89d44pRp3m7JyZnELYAjQzNgpGChjZRFzg,178
12,Businessman,Darkblue Gradient,Always Stoned,Blue,Golden Glasses,Leopard,None,Rainbow Teeth,Long Wavy Leo,None,Brownie Leo Fur,Yellow Poloshirt,None,None,Nose Piercing,None,None,Blonde Moustache,None,None,9RTr188yRM2ZnEy5yNSqTcHBMnWaT9oP7ggnX93mEYcC,179
11,Farmer,Farmer Plant,None,Blue,None,Light Brown,None,Sad,Red Beanie Light Brown Fur,Necklace,Watering Can Light Brown Fur,Just Hit It Hoodie,Questionmark,None,None,Yes,None,None,None,None,Dix4b26Y2Fg6TZA7XAeRAVr86zf5vaAJGmswzPV8rrLi,180
11,Scientist,Space 3,None,Angry,None,Light Blonde,Green-pink Astro Helmet,Grinding,Smooth Long Light Blonde,None,None,Lab Coat Solana Tie Suit,Sciece Bong,None,None,Yes,Serious Weedy,None,None,None,4exPTXeqDxUCCYfa3JGrfBNj3TqhbNKyCUYmujJd5rku,181
11,Chimpion,Lightbrown,None,Red,Green Laser,Choc Brown,Kings Crown,Smoking Joint,Long Wavy Chocbrown,None,None,Samo Hoodie,Questionmark,Double Piercing,None,None,None,None,None,None,GLbUbx6YaVz2MGCzpvfS9FhmEnR546YfkLZCLWhxMsWj,182
15,Scientist,Hippie 1,Tiny Sac,Black,Green Glasses,Red Gradient,Batiklila Hippie Hairband,Eating Pizza,Facon Style Red,Weed Chain,Poker Cards Red Fur,Lab Coat Solana Tie Suit,Questionmark,None,None,Yes,None,Full Light Beard,None,None,D2HRwQm8325SxxaNuxFLkbs61XEysGZi6dMtz6Che2V,183
